Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Air,12/01/2015 12:00:00 AM,Ontario,Canada,13300
Air,12/01/2015 12:00:00 AM,Western Canada,Canada,5300
Air,12/01/2015 12:00:00 AM,New England (inc Maine),United States,500
Air,12/01/2015 12:00:00 AM,Middle Atlantic,United States,800
Air,12/01/2015 12:00:00 AM,East North Central,United States,400
Air,12/01/2015 12:00:00 AM,West North Central,United States,300
Air,12/01/2015 12:00:00 AM,South Atlantic,United States,1000
Air,12/01/2015 12:00:00 AM,East South Central,United States,200
Air,12/01/2015 12:00:00 AM,West South Central,United States,300
Air,12/01/2015 12:00:00 AM,Mountain,United States,300
Air,12/01/2015 12:00:00 AM,Pacific,United States,500
Air,12/01/2015 12:00:00 AM,United Kingdom,Overseas,900
Air,12/01/2015 12:00:00 AM,Germany,Overseas,200
Air,12/01/2015 12:00:00 AM,Other Europe,Overseas,400
Air,12/01/2015 12:00:00 AM,Other Overseas,Overseas,700
Road,12/01/2015 12:00:00 AM,Atlantic Canada,Canada,66800
Road,12/01/2015 12:00:00 AM,Quebec,Canada,1400
Road,12/01/2015 12:00:00 AM,Ontario,Canada,7100
Road,12/01/2015 12:00:00 AM,Western Canada,Canada,400
Road,12/01/2015 12:00:00 AM,Maine (by road only),United States,300
Road,12/01/2015 12:00:00 AM,Other New England,United States,1000
Road,12/01/2015 12:00:00 AM,Middle Atlantic,United States,300
Road,12/01/2015 12:00:00 AM,East North Central,United States,100
Road,07/01/2016 12:00:00 AM,Overseas,Overseas,200
Road,12/01/2015 12:00:00 AM,West North Central,United States,0
Road,12/01/2015 12:00:00 AM,South Atlantic,United States,200
Road,12/01/2015 12:00:00 AM,East South Central,United States,0
Road,12/01/2015 12:00:00 AM,West South Central,United States,0
Road,12/01/2015 12:00:00 AM,Mountain,United States,0
Road,12/01/2015 12:00:00 AM,Pacific,United States,0
Road,12/01/2015 12:00:00 AM,Overseas,Overseas,0
Air,01/01/2016 12:00:00 AM,Atlantic Canada,Canada,6600
Air,01/01/2016 12:00:00 AM,Quebec,Canada,2800
Air,01/01/2016 12:00:00 AM,Ontario,Canada,11900
Air,01/01/2016 12:00:00 AM,Western Canada,Canada,5900
Air,01/01/2016 12:00:00 AM,New England (inc Maine),United States,400
Air,01/01/2016 12:00:00 AM,Middle Atlantic,United States,400
Air,01/01/2016 12:00:00 AM,East North Central,United States,200
Air,01/01/2016 12:00:00 AM,West North Central,United States,100
Air,01/01/2016 12:00:00 AM,South Atlantic,United States,900
Air,01/01/2016 12:00:00 AM,East South Central,United States,100
Air,01/01/2016 12:00:00 AM,West South Central,United States,300
Air,01/01/2016 12:00:00 AM,Mountain,United States,300
Air,01/01/2016 12:00:00 AM,Pacific,United States,400
Air,01/01/2016 12:00:00 AM,United Kingdom,Overseas,1300
Air,01/01/2016 12:00:00 AM,Germany,Overseas,200
Air,01/01/2016 12:00:00 AM,Other Europe,Overseas,1000
Air,01/01/2016 12:00:00 AM,Other Overseas,Overseas,1400
Road,01/01/2016 12:00:00 AM,Atlantic Canada,Canada,62800
Road,01/01/2016 12:00:00 AM,Quebec,Canada,800
Road,01/01/2016 12:00:00 AM,Ontario,Canada,4400
Road,01/01/2016 12:00:00 AM,Western Canada,Canada,300
Road,01/01/2016 12:00:00 AM,Maine (by road only),United States,200
Road,01/01/2016 12:00:00 AM,Other New England,United States,700
Road,01/01/2016 12:00:00 AM,Middle Atlantic,United States,100
Road,01/01/2016 12:00:00 AM,East North Central,United States,100
Road,01/01/2016 12:00:00 AM,West North Central,United States,0
Road,01/01/2016 12:00:00 AM,South Atlantic,United States,0
Road,01/01/2016 12:00:00 AM,East South Central,United States,0
Road,01/01/2016 12:00:00 AM,West South Central,United States,0
Road,01/01/2016 12:00:00 AM,Mountain,United States,0
Road,01/01/2016 12:00:00 AM,Pacific,United States,0
Road,01/01/2016 12:00:00 AM,Overseas,Overseas,0
Air,02/01/2016 12:00:00 AM,Atlantic Canada,Canada,8000
Air,02/01/2016 12:00:00 AM,Quebec,Canada,2200
Air,02/01/2016 12:00:00 AM,Ontario,Canada,9900
Air,02/01/2016 12:00:00 AM,Western Canada,Canada,3200
Air,02/01/2016 12:00:00 AM,New England (inc Maine),United States,200
Air,02/01/2016 12:00:00 AM,Middle Atlantic,United States,500
Air,02/01/2016 12:00:00 AM,East North Central,United States,200
Air,02/01/2016 12:00:00 AM,West North Central,United States,0
Air,02/01/2016 12:00:00 AM,South Atlantic,United States,400
Air,02/01/2016 12:00:00 AM,East South Central,United States,100
Air,02/01/2016 12:00:00 AM,West South Central,United States,300
Air,02/01/2016 12:00:00 AM,Mountain,United States,300
Air,02/01/2016 12:00:00 AM,Pacific,United States,200
Air,02/01/2016 12:00:00 AM,United Kingdom,Overseas,700
Air,02/01/2016 12:00:00 AM,Germany,Overseas,500
Air,02/01/2016 12:00:00 AM,Other Europe,Overseas,700
Air,02/01/2016 12:00:00 AM,Other Overseas,Overseas,400
Road,02/01/2016 12:00:00 AM,Atlantic Canada,Canada,58100
Road,02/01/2016 12:00:00 AM,Quebec,Canada,900
Road,02/01/2016 12:00:00 AM,Ontario,Canada,3900
Road,02/01/2016 12:00:00 AM,Western Canada,Canada,200
Road,02/01/2016 12:00:00 AM,Maine (by road only),United States,200
Road,02/01/2016 12:00:00 AM,Other New England,United States,600
Road,02/01/2016 12:00:00 AM,Middle Atlantic,United States,200
Road,02/01/2016 12:00:00 AM,East North Central,United States,100
Road,02/01/2016 12:00:00 AM,West North Central,United States,0
Road,02/01/2016 12:00:00 AM,South Atlantic,United States,0
Road,02/01/2016 12:00:00 AM,East South Central,United States,0
Road,02/01/2016 12:00:00 AM,West South Central,United States,0
Road,02/01/2016 12:00:00 AM,Mountain,United States,0
Road,02/01/2016 12:00:00 AM,Pacific,United States,0
Road,02/01/2016 12:00:00 AM,Overseas,Overseas,0
Air,03/01/2016 12:00:00 AM,Atlantic Canada,Canada,8500
Air,03/01/2016 12:00:00 AM,Quebec,Canada,1100
Air,03/01/2016 12:00:00 AM,Ontario,Canada,10800
Air,03/01/2016 12:00:00 AM,Western Canada,Canada,4500
Air,03/01/2016 12:00:00 AM,New England (inc Maine),United States,500
Air,03/01/2016 12:00:00 AM,Middle Atlantic,United States,300
Air,03/01/2016 12:00:00 AM,East North Central,United States,200
Air,03/01/2016 12:00:00 AM,West North Central,United States,100
Air,03/01/2016 12:00:00 AM,South Atlantic,United States,400
Air,03/01/2016 12:00:00 AM,East South Central,United States,0
Air,03/01/2016 12:00:00 AM,West South Central,United States,400
Air,03/01/2016 12:00:00 AM,Mountain,United States,100
Air,03/01/2016 12:00:00 AM,Pacific,United States,100
Air,03/01/2016 12:00:00 AM,United Kingdom,Overseas,500
Air,03/01/2016 12:00:00 AM,Germany,Overseas,200
Air,03/01/2016 12:00:00 AM,Other Europe,Overseas,500
Air,03/01/2016 12:00:00 AM,Other Overseas,Overseas,500
Road,03/01/2016 12:00:00 AM,Atlantic Canada,Canada,66800
Road,03/01/2016 12:00:00 AM,Quebec,Canada,1300
Road,03/01/2016 12:00:00 AM,Ontario,Canada,5900
Road,03/01/2016 12:00:00 AM,Western Canada,Canada,500
Air,09/01/2016 12:00:00 AM,Germany,Overseas,2900
Road,03/01/2016 12:00:00 AM,Maine (by road only),United States,400
Road,03/01/2016 12:00:00 AM,Other New England,United States,800
Road,03/01/2016 12:00:00 AM,Middle Atlantic,United States,200
Road,03/01/2016 12:00:00 AM,East North Central,United States,100
Road,03/01/2016 12:00:00 AM,West North Central,United States,100
Road,03/01/2016 12:00:00 AM,South Atlantic,United States,200
Road,03/01/2016 12:00:00 AM,East South Central,United States,0
Road,03/01/2016 12:00:00 AM,West South Central,United States,0
Road,03/01/2016 12:00:00 AM,Mountain,United States,0
Road,03/01/2016 12:00:00 AM,Pacific,United States,0
Road,03/01/2016 12:00:00 AM,Overseas,Overseas,0
Air,04/01/2016 12:00:00 AM,Atlantic Canada,Canada,9100
Air,04/01/2016 12:00:00 AM,Quebec,Canada,3200
Air,04/01/2016 12:00:00 AM,Ontario,Canada,14500
Air,04/01/2016 12:00:00 AM,Western Canada,Canada,6100
Air,04/01/2016 12:00:00 AM,New England (inc Maine),United States,400
Air,04/01/2016 12:00:00 AM,Middle Atlantic,United States,700
Air,04/01/2016 12:00:00 AM,East North Central,United States,300
Air,04/01/2016 12:00:00 AM,West North Central,United States,100
Air,04/01/2016 12:00:00 AM,South Atlantic,United States,700
Air,04/01/2016 12:00:00 AM,East South Central,United States,200
Air,04/01/2016 12:00:00 AM,West South Central,United States,200
Air,04/01/2016 12:00:00 AM,Mountain,United States,200
Air,04/01/2016 12:00:00 AM,Pacific,United States,400
Air,04/01/2016 12:00:00 AM,United Kingdom,Overseas,1200
Air,04/01/2016 12:00:00 AM,Germany,Overseas,300
Air,04/01/2016 12:00:00 AM,Other Europe,Overseas,1000
Air,04/01/2016 12:00:00 AM,Other Overseas,Overseas,600
Road,04/01/2016 12:00:00 AM,Atlantic Canada,Canada,73400
Road,04/01/2016 12:00:00 AM,Quebec,Canada,1700
Road,04/01/2016 12:00:00 AM,Ontario,Canada,9500
Road,04/01/2016 12:00:00 AM,Western Canada,Canada,300
Road,04/01/2016 12:00:00 AM,Maine (by road only),United States,500
Road,04/01/2016 12:00:00 AM,Other New England,United States,1400
Road,04/01/2016 12:00:00 AM,Middle Atlantic,United States,400
Road,04/01/2016 12:00:00 AM,East North Central,United States,100
Road,04/01/2016 12:00:00 AM,West North Central,United States,0
Road,04/01/2016 12:00:00 AM,South Atlantic,United States,200
Road,04/01/2016 12:00:00 AM,East South Central,United States,0
Road,04/01/2016 12:00:00 AM,West South Central,United States,0
Road,04/01/2016 12:00:00 AM,Mountain,United States,100
Road,04/01/2016 12:00:00 AM,Pacific,United States,100
Road,04/01/2016 12:00:00 AM,Overseas,Overseas,0
Air,05/01/2016 12:00:00 AM,Atlantic Canada,Canada,8900
Air,05/01/2016 12:00:00 AM,Quebec,Canada,3000
Air,05/01/2016 12:00:00 AM,Ontario,Canada,18300
Air,05/01/2016 12:00:00 AM,Western Canada,Canada,10200
Air,05/01/2016 12:00:00 AM,New England (inc Maine),United States,500
Air,05/01/2016 12:00:00 AM,Middle Atlantic,United States,900
Air,05/01/2016 12:00:00 AM,East North Central,United States,400
Air,05/01/2016 12:00:00 AM,West North Central,United States,200
Air,05/01/2016 12:00:00 AM,South Atlantic,United States,1100
Air,05/01/2016 12:00:00 AM,East South Central,United States,200
Air,05/01/2016 12:00:00 AM,West South Central,United States,300
Air,05/01/2016 12:00:00 AM,Mountain,United States,300
Air,05/01/2016 12:00:00 AM,Pacific,United States,600
Air,05/01/2016 12:00:00 AM,United Kingdom,Overseas,1700
Air,05/01/2016 12:00:00 AM,Germany,Overseas,500
Air,05/01/2016 12:00:00 AM,Other Europe,Overseas,1100
Air,05/01/2016 12:00:00 AM,Other Overseas,Overseas,1600
Road,05/01/2016 12:00:00 AM,Atlantic Canada,Canada,80600
Road,05/01/2016 12:00:00 AM,Quebec,Canada,3300
Road,05/01/2016 12:00:00 AM,Ontario,Canada,13700
Road,05/01/2016 12:00:00 AM,Western Canada,Canada,2100
Road,05/01/2016 12:00:00 AM,Maine (by road only),United States,700
Road,05/01/2016 12:00:00 AM,Other New England,United States,1700
Road,05/01/2016 12:00:00 AM,Middle Atlantic,United States,800
Road,05/01/2016 12:00:00 AM,East North Central,United States,300
Road,05/01/2016 12:00:00 AM,West North Central,United States,100
Road,05/01/2016 12:00:00 AM,South Atlantic,United States,600
Road,05/01/2016 12:00:00 AM,East South Central,United States,0
Road,05/01/2016 12:00:00 AM,West South Central,United States,100
Road,05/01/2016 12:00:00 AM,Mountain,United States,200
Road,05/01/2016 12:00:00 AM,Pacific,United States,200
Road,05/01/2016 12:00:00 AM,Overseas,Overseas,100
Air,06/01/2016 12:00:00 AM,Atlantic Canada,Canada,7300
Air,06/01/2016 12:00:00 AM,Quebec,Canada,3000
Air,06/01/2016 12:00:00 AM,Ontario,Canada,21300
Air,06/01/2016 12:00:00 AM,Western Canada,Canada,12900
Air,06/01/2016 12:00:00 AM,New England (inc Maine),United States,1700
Air,06/01/2016 12:00:00 AM,Middle Atlantic,United States,1900
Air,06/01/2016 12:00:00 AM,East North Central,United States,1300
Air,06/01/2016 12:00:00 AM,West North Central,United States,500
Air,06/01/2016 12:00:00 AM,South Atlantic,United States,2700
Air,06/01/2016 12:00:00 AM,East South Central,United States,900
Air,06/01/2016 12:00:00 AM,West South Central,United States,900
Air,06/01/2016 12:00:00 AM,Mountain,United States,500
Air,06/01/2016 12:00:00 AM,Pacific,United States,1300
Air,06/01/2016 12:00:00 AM,United Kingdom,Overseas,2100
Air,06/01/2016 12:00:00 AM,Germany,Overseas,900
Air,06/01/2016 12:00:00 AM,Other Europe,Overseas,1500
Air,06/01/2016 12:00:00 AM,Other Overseas,Overseas,1900
Road,06/01/2016 12:00:00 AM,Atlantic Canada,Canada,88400
Road,06/01/2016 12:00:00 AM,Quebec,Canada,7800
Road,06/01/2016 12:00:00 AM,Ontario,Canada,27700
Road,06/01/2016 12:00:00 AM,Western Canada,Canada,3500
Road,06/01/2016 12:00:00 AM,Maine (by road only),United States,1500
Road,06/01/2016 12:00:00 AM,Other New England,United States,5000
Road,06/01/2016 12:00:00 AM,Middle Atlantic,United States,2500
Road,06/01/2016 12:00:00 AM,East North Central,United States,1600
Road,06/01/2016 12:00:00 AM,West North Central,United States,400
Road,06/01/2016 12:00:00 AM,South Atlantic,United States,2600
Road,06/01/2016 12:00:00 AM,East South Central,United States,200
Road,06/01/2016 12:00:00 AM,West South Central,United States,400
Road,06/01/2016 12:00:00 AM,Mountain,United States,500
Road,06/01/2016 12:00:00 AM,Pacific,United States,600
Road,06/01/2016 12:00:00 AM,Overseas,Overseas,300
Air,07/01/2016 12:00:00 AM,Atlantic Canada,Canada,8000
Air,07/01/2016 12:00:00 AM,Quebec,Canada,2600
Air,07/01/2016 12:00:00 AM,Ontario,Canada,24500
Air,07/01/2016 12:00:00 AM,Western Canada,Canada,19400
Air,07/01/2016 12:00:00 AM,New England (inc Maine),United States,2200
Air,07/01/2016 12:00:00 AM,Middle Atlantic,United States,2400
Air,07/01/2016 12:00:00 AM,East North Central,United States,2400
Air,07/01/2016 12:00:00 AM,West North Central,United States,600
Air,07/01/2016 12:00:00 AM,South Atlantic,United States,5800
Air,07/01/2016 12:00:00 AM,East South Central,United States,600
Air,07/01/2016 12:00:00 AM,West South Central,United States,2000
Air,07/01/2016 12:00:00 AM,Mountain,United States,1500
Air,07/01/2016 12:00:00 AM,Pacific,United States,2000
Air,07/01/2016 12:00:00 AM,United Kingdom,Overseas,4000
Air,07/01/2016 12:00:00 AM,Germany,Overseas,2100
Air,07/01/2016 12:00:00 AM,Other Europe,Overseas,2800
Air,07/01/2016 12:00:00 AM,Other Overseas,Overseas,4600
Road,07/01/2016 12:00:00 AM,Atlantic Canada,Canada,133200
Road,07/01/2016 12:00:00 AM,Quebec,Canada,23900
Road,07/01/2016 12:00:00 AM,Ontario,Canada,84500
Road,07/01/2016 12:00:00 AM,Western Canada,Canada,7500
Road,07/01/2016 12:00:00 AM,Maine (by road only),United States,2700
Road,07/01/2016 12:00:00 AM,Other New England,United States,10900
Road,07/01/2016 12:00:00 AM,Middle Atlantic,United States,5700
Road,07/01/2016 12:00:00 AM,East North Central,United States,2700
Road,07/01/2016 12:00:00 AM,West North Central,United States,700
Road,07/01/2016 12:00:00 AM,South Atlantic,United States,4500
Road,07/01/2016 12:00:00 AM,East South Central,United States,400
Road,07/01/2016 12:00:00 AM,West South Central,United States,800
Road,07/01/2016 12:00:00 AM,Mountain,United States,1000
Road,07/01/2016 12:00:00 AM,Pacific,United States,1000
Air,08/01/2016 12:00:00 AM,Atlantic Canada,Canada,10500
Air,08/01/2016 12:00:00 AM,Quebec,Canada,2700
Air,08/01/2016 12:00:00 AM,Ontario,Canada,43000
Air,08/01/2016 12:00:00 AM,Western Canada,Canada,31200
Air,08/01/2016 12:00:00 AM,New England (inc Maine),United States,2600
Air,08/01/2016 12:00:00 AM,Middle Atlantic,United States,3800
Air,08/01/2016 12:00:00 AM,East North Central,United States,2300
Air,08/01/2016 12:00:00 AM,West North Central,United States,500
Air,08/01/2016 12:00:00 AM,South Atlantic,United States,5600
Air,08/01/2016 12:00:00 AM,East South Central,United States,700
Air,08/01/2016 12:00:00 AM,West South Central,United States,2400
Air,08/01/2016 12:00:00 AM,Mountain,United States,1700
Air,08/01/2016 12:00:00 AM,Pacific,United States,3400
Air,08/01/2016 12:00:00 AM,United Kingdom,Overseas,5400
Air,08/01/2016 12:00:00 AM,Germany,Overseas,1700
Air,08/01/2016 12:00:00 AM,Other Europe,Overseas,4400
Air,08/01/2016 12:00:00 AM,Other Overseas,Overseas,3100
Road,08/01/2016 12:00:00 AM,Atlantic Canada,Canada,131000
Road,08/01/2016 12:00:00 AM,Quebec,Canada,23000
Road,08/01/2016 12:00:00 AM,Ontario,Canada,86600
Road,08/01/2016 12:00:00 AM,Western Canada,Canada,7400
Road,08/01/2016 12:00:00 AM,Maine (by road only),United States,2800
Road,08/01/2016 12:00:00 AM,Other New England,United States,10900
Road,08/01/2016 12:00:00 AM,Middle Atlantic,United States,5700
Road,08/01/2016 12:00:00 AM,East North Central,United States,2300
Road,08/01/2016 12:00:00 AM,West North Central,United States,600
Road,08/01/2016 12:00:00 AM,South Atlantic,United States,4100
Road,08/01/2016 12:00:00 AM,East South Central,United States,400
Road,08/01/2016 12:00:00 AM,West South Central,United States,600
Road,08/01/2016 12:00:00 AM,Mountain,United States,1000
Road,08/01/2016 12:00:00 AM,Pacific,United States,1000
Road,08/01/2016 12:00:00 AM,Overseas,Overseas,200
Air,09/01/2016 12:00:00 AM,Atlantic Canada,Canada,10700
Air,09/01/2016 12:00:00 AM,Quebec,Canada,3200
Air,09/01/2016 12:00:00 AM,Ontario,Canada,23700
Air,09/01/2016 12:00:00 AM,Western Canada,Canada,19600
Air,09/01/2016 12:00:00 AM,New England (inc Maine),United States,1700
Air,09/01/2016 12:00:00 AM,Middle Atlantic,United States,2500
Air,09/01/2016 12:00:00 AM,East North Central,United States,2200
Air,09/01/2016 12:00:00 AM,West North Central,United States,500
Air,09/01/2016 12:00:00 AM,South Atlantic,United States,4700
Air,09/01/2016 12:00:00 AM,East South Central,United States,200
Air,09/01/2016 12:00:00 AM,West South Central,United States,1000
Air,09/01/2016 12:00:00 AM,Mountain,United States,1100
Air,09/01/2016 12:00:00 AM,Pacific,United States,1500
Air,09/01/2016 12:00:00 AM,United Kingdom,Overseas,5300
Air,09/01/2016 12:00:00 AM,Other Europe,Overseas,1600
Air,09/01/2016 12:00:00 AM,Other Overseas,Overseas,3600
Road,09/01/2016 12:00:00 AM,Atlantic Canada,Canada,87300
Road,09/01/2016 12:00:00 AM,Quebec,Canada,7000
Road,09/01/2016 12:00:00 AM,Ontario,Canada,35500
Road,09/01/2016 12:00:00 AM,Western Canada,Canada,5200
Road,09/01/2016 12:00:00 AM,Maine (by road only),United States,1700
Road,09/01/2016 12:00:00 AM,Other New England,United States,5900
Road,09/01/2016 12:00:00 AM,Middle Atlantic,United States,3600
Road,09/01/2016 12:00:00 AM,East North Central,United States,1900
Road,09/01/2016 12:00:00 AM,West North Central,United States,500
Road,09/01/2016 12:00:00 AM,South Atlantic,United States,2400
Road,09/01/2016 12:00:00 AM,East South Central,United States,200
Road,09/01/2016 12:00:00 AM,West South Central,United States,400
Road,09/01/2016 12:00:00 AM,Mountain,United States,900
Road,09/01/2016 12:00:00 AM,Pacific,United States,1000
Road,09/01/2016 12:00:00 AM,Overseas,Overseas,200
Air,10/01/2016 12:00:00 AM,Atlantic Canada,Canada,11000
Air,10/01/2016 12:00:00 AM,Quebec,Canada,2400
Air,10/01/2016 12:00:00 AM,Ontario,Canada,22800
Air,10/01/2016 12:00:00 AM,Western Canada,Canada,12400
Air,10/01/2016 12:00:00 AM,New England (inc Maine),United States,1200
Air,10/01/2016 12:00:00 AM,Middle Atlantic,United States,1500
Air,10/01/2016 12:00:00 AM,East North Central,United States,1600
Air,10/01/2016 12:00:00 AM,West North Central,United States,800
Air,10/01/2016 12:00:00 AM,South Atlantic,United States,2600
Air,10/01/2016 12:00:00 AM,East South Central,United States,400
Air,10/01/2016 12:00:00 AM,West South Central,United States,1600
Air,10/01/2016 12:00:00 AM,Mountain,United States,1400
